open,high,low,close,volume,market_cap,timestamp,date,rsi,stoch_osc,stoch_osc_signal,adx,adx_pos,adx_neg,ema,ema_200,ichimoku_a,ichimoku_b,ichimoku_base_line,ichimoku_conversion_line,macd,macd_diff,macd_signal,sma,sma_200,bollinger_hband,bollinger_hband_indicator,bollinger_lband,bollinger_lband_indicator,bollinger_mavg,bollinger_pband,bollinger_wband,chaikin,mfi,obv
9173.0400390625,9470.3798828125,8958.1904296875,9194.849609375,5991139840.0,155555594312.0,2018-03-13T23:59:59.999Z,2018-03-13,42.09813978253385,21.366484527895388,25.48266774389165,20.81951910063799,15.66639898266866,27.886062435857205,9861.931667826544,9225.118537289138,10172.1650390625,9472.080078125,10235.76513671875,10108.56494140625,-271.63717277858086,-186.70199370243816,-84.9351790761427,10238.109305245536,9136.966557617188,11847.32665704647,0.0,8573.64638982853,0.0,10210.4865234375,0.18975683904353485,32.06194200152385,0.014715781493824931,57.98263078128986,127280141552.0
9214.650390625,9355.849609375,8068.58984375,8269.8095703125,6438230016.0,139920843550.0,2018-03-14T23:59:59.999Z,2018-03-14,36.14094965051862,5.534842141399316,16.19655426675021,22.165357448423514,13.972922083950928,32.34200312204686,9649.648721491338,9215.612975428674,9898.94482421875,9044.27978515625,10013.544921875,9784.3447265625,-373.2452958407557,-230.6480934116904,-142.5972024290653,10086.102818080357,9156.553605957031,11965.991160464455,0.0,8281.462843441794,1.0,10123.727001953124,-0.0031627584663836347,36.39497900636615,0.03412248063720585,51.52375680979406,120841911536.0
8290.759765625,8428.349609375,7783.0498046875,8300.8603515625,6834429952.0,140460819364.0,2018-03-15T23:59:59.999Z,2018-03-15,36.46594847533009,13.205916085431323,13.369080918241883,23.64266864714116,13.202470551681145,32.99855316562395,9469.810272167493,9206.510959270801,9613.52490234375,9044.27978515625,9870.77490234375,9356.27490234375,-446.12230662062393,-242.8200833532469,-203.30222326737703,9896.80712890625,9176.143508300782,12026.76371932443,0.0,8020.666358800569,0.0,10023.7150390625,0.06994188297143422,39.966193620948594,0.03597937324089793,44.47884688712295,127676341488.0
8322.91015625,8585.150390625,8005.31005859375,8338.349609375,5289379840.0,141111773179.0,2018-03-16T23:59:59.999Z,2018-03-16,36.883606188605725,14.162018651832868,10.967592292887709,24.705451268822465,13.903501875839039,31.327042864961758,9318.948850461828,9197.872537878804,9418.0,9044.27978515625,9870.77490234375,8965.22509765625,-495.14506878367865,-233.47427641304125,-261.6707923706374,9700.517787388393,9195.921955566406,12082.975274444067,0.0,7816.982733368433,0.0,9949.97900390625,0.12221467126032724,42.87438736705728,0.06744888134681677,42.03000384213453,132965721328.0
8321.91015625,8346.5302734375,7812.81982421875,7916.8798828125,4426149888.0,133993486925.0,2018-03-17T23:59:59.999Z,2018-03-17,34.164458925388075,3.413118547104657,10.26035109478949,25.861369857010793,13.238773993793199,31.553632822898837,9132.006321441917,9185.126342306005,9365.52490234375,9044.27978515625,9870.77490234375,8860.27490234375,-561.5320535798473,-239.88900896736794,-321.6430446124794,9445.316336495536,9212.611254882813,12171.16792981023,0.0,7554.005019408522,0.0,9862.586474609376,0.07859260555577996,46.81492955512543,0.048012122263078,35.26554347177043,128539571440.0
7890.52001953125,8245.509765625,7397.990234375,8223.6796875,6639190016.0,139201713268.0,2018-03-18T23:59:59.999Z,2018-03-18,37.76139389945723,19.17483698669405,12.249991395210396,27.28101637921583,12.238164380185927,32.86820214992636,9010.896103582994,9175.559708924851,9109.39501953125,9044.27978515625,9551.044921875,8667.7451171875,-582.67136433021,-208.82265577418445,-373.8487085560256,9210.393484933036,9230.903154296875,12157.51786433582,0.0,7353.35303410168,0.0,9755.43544921875,0.18116086440687398,49.24603166349559,0.05297963938616338,27.836729282683663,135178761456.0
8344.1201171875,8675.8701171875,8182.39990234375,8630.650390625,6729110016.0,146107514353.0,2018-03-19T23:59:59.999Z,2018-03-19,42.26734484965448,30.049421981830992,17.54579250520977,27.725463359684902,15.630565500084703,31.380968646573166,8960.196675188596,9170.137725658185,9109.39501953125,9044.27978515625,9551.044921875,8667.7451171875,-560.1284734798646,-149.02381193907115,-411.1046615407935,9000.20424107143,9250.539455566406,12057.11612824306,0.0,7244.25984831944,0.0,9650.68798828125,0.28805982594758933,49.87060286031246,0.06733276632438989,26.310879359787734,141907871472.0
8619.669921875,9051.01953125,8389.8896484375,8913.4697265625,6361789952.0,150909503835.0,2018-03-20T23:59:59.999Z,2018-03-20,45.23465579758468,42.9130766376146,30.71244520204642,27.441618292891512,18.15014615720623,29.45781381453391,8953.966415371782,9167.583815219423,9109.39501953125,9044.27978515625,9551.044921875,8667.7451171875,-513.5223473145797,-81.93414861902903,-431.5881986955507,8866.887765066964,9270.646755371094,11977.694042599771,0.0,7175.238867556479,0.0,9576.466455078125,0.36194629531140843,50.14850934393122,0.14725589589880844,33.76495565432603,148269661424.0
8937.48046875,9177.3701171875,8846.330078125,8929.2802734375,6043129856.0,151193917440.0,2018-03-21T23:59:59.999Z,2018-03-21,45.40359407397764,55.695220139546976,42.885906252997394,26.949903333848432,18.790498282111688,28.515475301903194,8950.674929780545,9165.212635699207,8992.614990234375,9003.3798828125,9551.044921875,8434.18505859375,-469.8942293738055,-30.64482454260383,-439.2494048312017,8792.86704799107,9292.399306640626,11805.814316355532,0.0,7144.946621144467,0.0,9475.38046875,0.38283293347425307,49.18924058598705,0.08612373786082242,42.23511919337327,154312791280.0
8939.4404296875,9100.7099609375,8564.900390625,8728.4697265625,5530390016.0,147809220250.0,2018-03-22T23:59:59.999Z,2018-03-22,43.565412623372005,52.391194166566045,50.33316364790908,26.8241378022775,17.798081187263268,29.783492143926022,8921.047569351473,9160.866935110782,8963.982421875,9003.3798828125,9551.044921875,8376.919921875,-446.37681046010766,-5.701924503124815,-440.67488595698285,8745.257045200893,9313.12685546875,11586.344999302008,0.0,7128.622871791745,0.0,9357.483935546876,0.358893356070246,47.6380420016157,0.04757310104211874,43.37289162279075,148782401264.0
8736.25,8879.6201171875,8360.6201171875,8879.6201171875,5954120192.0,150383574951.0,2018-03-23T23:59:59.999Z,2018-03-23,45.35860691844987,58.34314570741,55.47652000450754,26.94027152716479,16.86872991181609,30.283561514620004,8915.523909062944,9158.06845931055,8919.362548828125,9003.3798828125,9551.044921875,8287.68017578125,-410.80698601393306,23.89431995443988,-434.70130596837294,8712.547781808036,9336.34340576172,11235.98416047615,0.0,7217.975702805099,0.0,9226.979931640624,0.4135492575208605,43.54630103716525,0.04974029229902892,44.99253130020087,154736521456.0
8901.9501953125,8996.1796875,8665.7001953125,8668.1201171875,5664600064.0,146818882936.0,2018-03-24T23:59:59.999Z,2018-03-24,43.28600780020847,50.01476662957064,53.58303550118209,26.808780419766244,17.504841912969262,29.23668214331548,8882.536736812885,9153.193351428728,8919.362548828125,9003.3798828125,9551.044921875,8287.68017578125,-395.1291237154892,31.657745802306977,-426.78686951779616,8698.413504464286,9357.801357421875,10808.948739714517,0.0,7360.563174347982,0.0,9084.75595703125,0.3791794502250028,37.95793284570972,-0.04121389509018623,51.705206010517834,149071921392.0
8612.8095703125,8682.009765625,8449.099609375,8495.7802734375,4569880064.0,143914265310.0,2018-03-25T23:59:59.999Z,2018-03-25,41.61726596516364,43.228423608456666,50.52877864847897,26.952108356095444,17.057305159066914,30.866819824927816,8830.969208362832,9146.651927767125,8919.362548828125,9003.3798828125,9551.044921875,8287.68017578125,-392.09091003476533,27.7567675864247,-419.84767762119003,8621.067103794643,9377.294658203125,10238.143481847186,0.0,7623.616479090313,0.0,8930.87998046875,0.3335837776498536,29.27513311649773,-0.06326615206634267,44.93238209164606,144502041328.0
8498.4697265625,8530.080078125,7921.43017578125,8209.400390625,5921039872.0,139078211968.0,2018-03-26T23:59:59.999Z,2018-03-26,38.93140693353924,39.15335887060482,44.13218303621057,27.670787865083692,15.912398763332817,34.61407739775643,8748.093365997789,9137.326041825412,8919.362548828125,9003.3798828125,9551.044921875,8287.68017578125,-408.08738956870184,9.408230441990554,-417.4956200106924,8549.944266183036,9395.342260742187,9833.468176880064,0.0,7771.241784057437,0.0,8802.35498046875,0.21246872219875093,23.428121194821514,-0.023298748393213938,37.091763564593975,138581001456.0
8200.0,8232.7802734375,7797.27978515625,7833.0400390625,5378250240.0,132717053150.0,2018-03-27T23:59:59.999Z,2018-03-27,35.673068586871196,22.2206870545797,34.86748984454693,28.465698393599695,15.129869619825781,34.313773284415106,8626.08625573975,9124.348071648667,9019.184936523438,9003.3798828125,9551.044921875,8487.324951171875,-445.9927233502076,-22.797682671612108,-423.1950406785955,8452.672154017857,9413.3637109375,9662.691692330529,0.0,7728.765241263221,0.0,8695.728466796874,0.05391869879112081,22.239959060953545,-0.020550734996939282,37.75623128662338,133202751216.0
7836.830078125,8122.89013671875,7809.169921875,7954.47998046875,4935289856.0,134788265876.0,2018-03-28T23:59:59.999Z,2018-03-28,37.49101425564075,31.274364258528006,30.882803394570715,29.20382959865027,14.573865308085331,33.05278383919088,8536.538752370283,9112.707593129464,9019.184936523438,9003.3798828125,9551.044921875,8487.324951171875,-460.92057958136866,-30.180431122218465,-430.7401484591502,8430.148611886161,9432.005810546874,9586.176712601662,0.0,7661.2272424764615,0.0,8623.701977539062,0.15234308356843002,22.32161402537848,0.027371091682044643,44.45931575275659,138138041072.0
7979.06982421875,7994.330078125,7081.3798828125,7165.7001953125,6361229824.0,121436043045.0,2018-03-29T23:59:59.999Z,2018-03-29,31.302980643972518,4.02293441625425,19.17266190978719,30.595735122238786,13.068760825038089,37.87214715441098,8353.760278095911,9093.334385190987,8761.057373046875,9003.3798828125,9392.73974609375,8129.375,-530.2861412042148,-79.63679419605165,-450.64934700816315,8349.065743582589,9447.219611816407,9611.661549508617,0.0,7418.557444632008,1.0,8515.109497070312,-0.11529650998201676,25.75544220107989,-0.07052587545273978,45.038156302865616,131776811248.0
7171.4501953125,7276.66015625,6683.93017578125,6890.52001953125,6289509888.0,116786562165.0,2018-03-30T23:59:59.999Z,2018-03-30,29.475183291641883,8.285334662341516,14.527544445707795,32.20633177500522,12.18864124222385,39.837413912181255,8158.661576953957,9071.4158342889,8543.16748046875,9321.215087890625,9194.014892578125,7892.320068359375,-600.5409269687188,-119.91326396844454,-480.6276630002743,8245.649344308036,9460.865861816406,9707.3175108074,0.0,7125.353485286353,1.0,8416.335498046876,-0.09095148632356069,30.67800738361993,-0.04538364129098959,38.46038900558106,125487301360.0
6892.47998046875,7207.85009765625,6863.52001953125,6973.52978515625,4553269760.0,118204645927.0,2018-03-31T23:59:59.999Z,2018-03-31,30.788048600374253,11.614460992859192,7.974243357151523,33.701885809716906,11.695873046460381,38.22684796087704,8000.644004714262,9050.54134623783,8466.034912109375,9321.215087890625,9092.014892578125,7840.054931640625,-642.1182173956795,-129.19244351632415,-512.9257738793553,8178.267194475447,9475.079460449218,9607.035113785661,0.0,6965.125872542464,0.0,8286.080493164063,0.0031809997416229543,31.883702353878256,-0.1012440873284425,43.485841004239816,130040571120.0
7003.06005859375,7060.9501953125,6526.8701171875,6844.22998046875,4532100096.0,116026809075.0,2018-04-01T23:59:59.999Z,2018-04-01,29.855740581627302,11.973584730475382,10.624460128558567,35.35356710707839,10.956002723130922,39.796100626872885,7846.455468148194,9028.587999314754,8244.85498046875,9242.68505859375,8728.18505859375,7761.52490234375,-677.6899453987626,-131.81133721552578,-545.8786081832368,8079.735072544643,9489.887659912109,9559.453573342143,0.0,6776.618399314106,0.0,8168.035986328125,0.024295934515151066,34.069820195283434,-0.06766622977116708,44.9750558415155,125508471024.0
6844.85986328125,7135.47021484375,6816.580078125,7083.7998046875,4333440000.0,120101932910.0,2018-04-02T23:59:59.999Z,2018-04-02,33.85251399662049,21.01225004716091,14.866765256831698,36.681326836826806,11.44116583441626,38.24061080284007,7744.768046353435,9009.236873000054,7970.78759765625,9242.68505859375,8337.13525390625,7604.43994140625,-678.7255873962777,-106.2775833704327,-572.448004025845,7969.245744977678,9509.531909179688,9446.579578341656,0.0,6678.387413845843,0.0,8062.48349609375,0.14645384668065375,34.33423666339279,-0.038658373414987506,42.57547794154065,129841911024.0
7102.259765625,7530.93994140625,7072.490234375,7456.10986328125,5499700224.0,126429245883.0,2018-04-03T23:59:59.999Z,2018-04-03,39.61129361425616,35.05903588355971,22.681623553731868,36.868743008987074,15.710597554539223,36.058534076989126,7706.280288610477,8993.78287290335,7880.330078125,9242.68505859375,8232.18505859375,7528.47509765625,-642.1022755988597,-55.7234172584117,-586.378858340448,7865.14861188616,9528.624858398438,9426.804513955565,0.0,6616.7925075288085,0.0,8021.798510742187,0.2986881742258913,35.02970066704867,0.03370433138455083,41.09415255709175,135341611248.0
7456.41015625,7469.8798828125,6803.8798828125,6853.83984375,4936000000.0,116229557118.0,2018-04-04T23:59:59.999Z,2018-04-04,34.39477514773364,12.703577006023648,22.92495431224796,37.32468407496562,14.423033015309022,36.40875720519828,7592.6215626290805,8972.489907439138,7806.005126953125,9242.68505859375,8232.18505859375,7379.8251953125,-654.1357248871482,-54.20549323736009,-599.9302316497881,7716.902866908482,9544.768857421876,9436.173274771172,0.0,6462.721695931952,0.0,7949.447485351562,0.1315367469245062,37.40450621654393,-0.0414714633997835,33.10701269055917,130405611248.0
6848.64990234375,6933.81982421875,6644.7998046875,6811.47021484375,5639320064.0,115524404354.0,2018-04-05T23:59:59.999Z,2018-04-05,34.055000699659416,11.525492837264338,19.7627019089491,37.909472300187836,13.890988659315362,37.09608034901029,7488.468049591037,8950.987223930726,7778.5325927734375,9242.68505859375,8232.18505859375,7324.880126953125,-659.4890162378788,-47.64702767047254,-611.8419885674062,7579.974330357143,9560.911809082032,9427.384522166423,0.0,6318.822509083577,0.0,7873.103515625,0.1584809000710914,39.4833118466381,-0.04063180095258681,33.707989976912344,124766291184.0
6815.9599609375,6857.490234375,6575.0,6636.31982421875,3766810112.0,112565173568.0,2018-04-06T23:59:59.999Z,2018-04-06,32.62040753615558,4.432401200202644,9.55382368116341,38.52437211110983,13.371781455957448,36.63307577048506,7374.8482862080655,8927.95570751568,7746.392578125,9242.68505859375,8232.18505859375,7260.60009765625,-670.1397569615219,-46.63821471529252,-623.5015422462294,7419.73859514509,9573.767408447266,9453.744054517534,0.0,6164.406970873091,0.0,7809.075512695313,0.14346746512911343,42.121978181628876,-0.03568928102808928,35.36397353317838,120999481072.0
6630.509765625,7050.5400390625,6630.509765625,6911.08984375,3976610048.0,117241368688.0,2018-04-07T23:59:59.999Z,2018-04-07,37.097140307497035,17.8280663548213,11.261986797429293,38.549652556570024,15.212119717647122,34.56437310366488,7313.013827213657,8907.887390463286,7513.7650146484375,9242.68505859375,7998.625,7028.905029296875,-648.9284581702987,-20.3415327392554,-628.5869254310433,7294.236432756697,9588.6980078125,9421.123587698126,0.0,6065.768453317498,0.0,7743.446020507812,0.2519320180957661,43.331549357925084,-0.08295294174949251,32.57644123873604,124976091120.0
6919.97998046875,7111.56005859375,6919.97998046875,7023.52001953125,3652499968.0,119162880482.0,2018-04-08T23:59:59.999Z,2018-04-08,38.886382021010036,24.79270331260326,15.684390289208933,38.40012871337967,15.6416044026378,33.58942563972928,7274.414652856003,8889.13746637441,7485.1324462890625,9242.68505859375,7941.35986328125,7028.905029296875,-615.945934175591,10.112793004361833,-626.0587271799528,7189.074986049107,9604.285858154297,9316.874769048618,0.0,6009.304234857633,0.0,7663.089501953125,0.30663466559200353,43.162363343765854,-0.13546119905146758,38.49983722246641,128628591088.0
7044.31982421875,7178.10986328125,6661.990234375,6770.72998046875,4894060032.0,114886335694.0,2018-04-09T23:59:59.999Z,2018-04-09,36.38067047561366,14.295000377822506,18.971923348415554,38.595180645222534,14.507070556308857,34.77875054196888,7207.256696537703,8868.058784922612,7440.5125732421875,9242.68505859375,7852.1201171875,7028.905029296875,-603.2511856243173,18.246033244508453,-621.4972188688257,7086.31281389509,9619.984307861328,9148.329145777247,0.0,5963.5758835196275,0.0,7555.9525146484375,0.25344321223081007,42.14893166789309,-0.20131283795558028,39.67883252454831,123734531056.0
6795.43994140625,6872.41015625,6704.14990234375,6834.759765625,4272750080.0,115978358964.0,2018-04-10T23:59:59.999Z,2018-04-10,37.4795806366392,19.291089376681313,19.459597689035558,38.77630029621948,14.146815006249982,33.915086312983064,7157.590439082675,8847.826953884825,7452.5450439453125,9242.68505859375,7852.1201171875,7052.969970703125,-581.3227110417756,32.1396062616401,-613.4623173034157,7015.007080078125,9636.004606933593,8940.726789165587,0.0,5961.726189350038,0.0,7451.226489257812,0.29306257149764176,39.980003347237876,-0.15145427978477322,40.81755094693791,128007281136.0
6843.47021484375,6968.31982421875,6817.58984375,6968.31982421875,4641889792.0,118267198080.0,2018-04-11T23:59:59.999Z,2018-04-11,39.814874361857626,30.082572525469512,21.222887426657643,38.634577683578364,15.304554090242817,33.12158998745517,7132.3543571008195,8829.125390405561,7452.5450439453125,9242.68505859375,7852.1201171875,7052.969970703125,-546.8631583494926,53.27932716313853,-600.1424855126311,6944.56706891741,9651.884206542969,8744.52257359659,0.0,5981.9154146846595,0.0,7363.218994140625,0.3570556191284872,37.5190139137558,-0.08469099072335844,39.914132413927064,132649170928.0
6955.3798828125,7899.22998046875,6806.509765625,7889.25,8906250240.0,133912618634.0,2018-04-12T23:59:59.999Z,2018-04-12,52.88344158814715,99.27278691720929,49.548816273119904,36.126775074606634,26.09861461708583,28.005986384554316,7233.273776154043,8819.773396471177,7544.6175537109375,9242.68505859375,7852.1201171875,7237.114990234375,-440.16835907413406,127.9793011507976,-568.1476602249317,6996.24919782366,9672.916256103515,8535.845528592425,0.0,6091.555447970075,0.0,7313.70048828125,0.7354669424392573,33.42070248212705,-0.05510248384475402,51.97006689298779,141555421168.0
7901.08984375,8183.9599609375,7758.93017578125,7895.9599609375,7764460032.0,134043001354.0,2018-04-13T23:59:59.999Z,2018-04-13,52.963581898252514,82.62013365864007,70.6584977004395,33.84290071542143,28.583424085641724,26.304196935684164,7321.631934125171,8810.58122298328,7615.800048828125,9115.48486328125,7852.1201171875,7379.47998046875,-351.0241364437343,173.69881902495786,-524.7229554686921,7068.066336495535,9692.765705566406,8365.317640219928,0.0,6184.8673207175725,0.0,7275.09248046875,0.784742777634324,29.971444697866772,-0.027061096906922665,62.26674206424543,149319881200.0
7874.669921875,8140.7099609375,7846.0,7986.240234375,5191430144.0,135589384440.0,2018-04-14T23:59:59.999Z,2018-04-14,54.09492851798305,88.06825548365805,89.98705868650234,31.72216023903517,27.34275118426171,25.16245463662,7410.246374158482,8802.378825086682,7615.800048828125,9115.48486328125,7852.1201171875,7379.47998046875,-269.97967654235345,203.79462314107099,-473.77429968342443,7140.402797154018,9713.23515625,8244.163152806306,0.0,6255.067804224945,0.0,7249.615478515625,0.8703315461396766,27.437253113300752,-0.0033122446796388393,62.96196172084678,154511311344.0
7999.330078125,8338.419921875,7999.330078125,8329.1103515625,5244480000.0,141427138383.0,2018-04-15T23:59:59.999Z,2018-04-15,58.206360305106614,99.47207297609515,90.05348737279762,30.13875108908426,28.866194018670054,23.83125227333386,7532.761571145685,8797.66968604664,7668.29248046875,9115.48486328125,7852.1201171875,7484.46484375,-176.05515101443598,238.17531893519077,-414.23046994962675,7246.465680803572,9733.877358398437,8274.328708772566,1.0,6236.873244352435,0.0,7255.6009765625,1.026887283548809,28.08113994969745,0.04701231880041714,69.63929893458281,159755791344.0
8337.5703125,8371.150390625,7925.72998046875,8058.669921875,5631309824.0,136849408643.0,2018-04-16T23:59:59.999Z,2018-04-16,54.091209293375435,82.60276698538215,90.04769848171163,28.495541079753302,26.92596562796296,23.340080892879126,7602.88268457626,8790.316454562346,7665.18017578125,9115.48486328125,7813.7900390625,7516.5703125,-122.03482881220043,233.75651290994108,-355.7913417221415,7316.099260602678,9753.297058105469,8315.497688949825,0.0,6218.267252456426,0.0,7266.882470703125,0.8775395575966155,28.86011222760943,0.06808620632176651,62.11265991134631,154124481520.0
8071.66015625,8285.9599609375,7881.72021484375,7902.08984375,6900879872.0,134206623206.0,2018-04-17T23:59:59.999Z,2018-04-17,51.80741578160046,73.88522980462774,85.3200232553682,26.86235000506978,25.266163871842085,22.572436379083648,7642.776972466092,8781.47837883287,7639.047607421875,9115.48486328125,7761.52490234375,7516.5703125,-90.8112227342408,211.9840951903206,-302.7953179245614,7347.954973493303,9771.992158203126,8306.235153007456,0.0,6222.290774726919,0.0,7264.262963867188,0.8060671323718744,28.687623075406016,0.012230970556439354,53.24337034190279,147223601648.0
